loan_id,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,bank_asset_value,loan_status
3438,200000,700000,18,526,400000,0, Rejected
3439,6800000,19000000,8,865,9500000,6300000, Approved
3440,9700000,27400000,2,328,0,7900000, Rejected
3441,1200000,4200000,4,768,2800000,1500000, Approved
3442,7400000,24000000,16,854,4300000,8700000, Approved
3443,6900000,20800000,4,839,2600000,7400000, Approved
3444,9100000,23300000,18,414,17700000,6400000, Rejected
3445,1300000,4700000,16,530,3200000,800000, Rejected
3446,6600000,14600000,10,841,15300000,6000000, Approved
3447,1800000,5700000,14,670,5300000,2700000, Approved
3448,8200000,20900000,14,726,11400000,8400000, Approved
3449,2800000,8300000,14,352,4900000,3700000, Rejected
3450,7000000,16000000,4,554,13000000,7900000, Approved
3451,700000,1800000,18,728,400000,600000, Approved
3452,7400000,25500000,6,463,2300000,8400000, Rejected
3453,2300000,5000000,10,431,300000,2900000, Rejected
3454,600000,1900000,8,445,1200000,300000, Rejected
3455,1000000,3000000,4,896,2800000,1100000, Approved
3456,2200000,5200000,8,420,2900000,2300000, Rejected
3457,8000000,30900000,2,315,23500000,7300000, Approved
3458,8600000,20900000,10,867,24300000,9900000, Approved
3459,7500000,26000000,2,342,13900000,11200000, Approved
3460,5200000,11800000,18,711,14300000,4500000, Approved
3461,7900000,20900000,2,723,1700000,7100000, Approved
3462,4200000,11300000,4,704,4700000,4000000, Approved
3463,6500000,20200000,16,842,8300000,9600000, Approved
3464,7400000,15200000,12,600,6200000,4100000, Approved
3465,9100000,25600000,12,688,8900000,11100000, Approved
3466,800000,2300000,16,739,1800000,400000, Approved
3467,800000,2800000,10,798,1300000,400000, Approved
3468,4100000,9900000,4,319,7600000,5500000, Rejected
3469,4200000,8700000,6,583,6000000,2500000, Approved
3470,4800000,11500000,12,535,3600000,5400000, Rejected
3471,8300000,25900000,8,696,14400000,7100000, Approved
3472,7600000,23900000,8,672,2500000,6700000, Approved
3473,5100000,12300000,20,410,9200000,5600000, Rejected
3474,3600000,11600000,14,546,8500000,4800000, Rejected
3475,5400000,16800000,16,550,10700000,7000000, Approved
3476,700000,1400000,4,344,1500000,300000, Rejected
3477,9800000,38200000,10,743,5400000,5300000, Approved
3478,9700000,36400000,4,772,13800000,13500000, Approved
3479,9400000,29900000,12,302,12300000,8200000, Rejected
3480,3200000,9100000,18,376,4500000,1700000, Rejected
3481,3700000,11600000,10,747,0,3500000, Approved
3482,4200000,15800000,6,710,12300000,4600000, Approved
3483,7000000,24200000,6,892,20600000,9200000, Approved
3484,3200000,11500000,16,492,4800000,3200000, Rejected
3485,7900000,17700000,2,559,19700000,5400000, Approved
3486,2200000,8300000,18,314,1100000,2000000, Rejected
3487,2700000,8400000,6,744,1200000,2000000, Approved
3488,6800000,18000000,12,690,17800000,9300000, Approved
3489,6300000,23300000,4,347,18300000,8100000, Approved
3490,9000000,31400000,2,677,12000000,8700000, Approved
3491,4700000,15700000,4,468,13300000,3600000, Approved
3492,8100000,17500000,4,674,10800000,9300000, Approved
3493,9000000,27300000,14,353,22600000,7200000, Rejected
3494,3800000,14100000,8,727,3900000,5400000, Approved
3495,8800000,22200000,10,512,6800000,9900000, Rejected
3496,8700000,27200000,18,454,9100000,12000000, Rejected
3497,5000000,12400000,14,315,7400000,4000000, Rejected
3498,6000000,22700000,10,480,200000,8700000, Rejected
3499,9100000,24200000,16,685,25600000,9100000, Approved
3500,7400000,17900000,6,460,2600000,5000000, Rejected
3501,8300000,28400000,16,704,1400000,11400000, Approved
3502,7600000,23900000,12,692,500000,5000000, Approved
3503,3500000,9600000,4,398,1700000,4600000, Rejected
3504,1000000,3500000,18,882,900000,600000, Approved
3505,9900000,25900000,4,860,7800000,5400000, Approved
3506,5700000,15100000,18,330,5900000,6200000, Rejected
3507,700000,2400000,16,447,1300000,800000, Rejected
3508,9600000,23800000,12,788,9900000,10400000, Approved
3509,9300000,28900000,6,526,11100000,11000000, Rejected
3510,9500000,28400000,18,577,6200000,14100000, Approved
3511,8700000,23400000,16,372,10600000,8000000, Rejected
3512,7300000,21000000,14,759,15500000,10800000, Approved
3513,4100000,12700000,10,465,6400000,3200000, Rejected
3514,2900000,10200000,4,789,1200000,3600000, Approved
3515,7500000,17900000,2,680,7000000,6300000, Approved
3516,7900000,25700000,20,681,14900000,8800000, Approved
3517,6900000,22300000,16,673,17400000,9000000, Approved
3518,6900000,22900000,10,313,5600000,8000000, Rejected
3519,4800000,18800000,16,551,7900000,5500000, Approved
3520,7700000,24400000,8,453,1400000,10000000, Rejected
3521,6900000,22700000,4,650,900000,6400000, Approved
3522,1200000,4500000,4,439,3200000,1200000, Approved
3523,2900000,9600000,4,658,8200000,2700000, Approved
3524,5500000,18900000,6,379,13900000,3100000, Rejected
3525,3200000,10700000,4,450,7300000,1800000, Approved
3526,2600000,8200000,4,849,7400000,2700000, Approved
3527,500000,1600000,18,865,1400000,200000, Approved
3528,1800000,6900000,10,853,900000,1700000, Rejected
3529,1300000,4900000,12,555,2400000,1700000, Approved
3530,9900000,20700000,20,821,12700000,11100000, Approved
3531,2000000,4700000,2,820,4700000,1200000, Approved
3532,5100000,15300000,4,721,7000000,5900000, Approved
3533,8200000,24000000,20,831,23000000,5400000, Approved
3534,4200000,12600000,18,571,8900000,6200000, Approved
3535,1300000,4900000,8,582,2100000,1700000, Approved
3536,4600000,13600000,18,487,11200000,5400000, Rejected
3537,6600000,19700000,12,758,16000000,9500000, Approved
3538,8300000,30100000,16,636,5200000,7200000, Approved
3539,6900000,20700000,16,857,17100000,8800000, Approved
3540,4700000,12500000,8,678,13700000,7000000, Approved
3541,7900000,15800000,8,551,800000,8300000, Approved
3542,8800000,24900000,16,668,16700000,10500000, Approved
3543,6500000,23400000,2,672,5000000,7600000, Approved
3544,3500000,13700000,4,439,5200000,4400000, Approved
3545,8200000,19600000,16,636,11500000,10700000, Approved
3546,2000000,6000000,14,393,1500000,2900000, Rejected
3547,2700000,8200000,2,848,7000000,1500000, Approved
3548,5300000,17600000,4,790,2000000,7700000, Approved
3549,9900000,19900000,6,312,21400000,11000000, Rejected
3550,5000000,19500000,14,775,3100000,6500000, Approved
3551,9100000,18600000,20,403,18400000,9200000, Rejected
3552,7600000,26400000,14,867,9200000,7400000, Approved
3553,5200000,17800000,18,558,8300000,3100000, Approved
3554,1800000,6000000,4,548,1400000,2600000, Approved
3555,7300000,28200000,16,486,15300000,7700000, Rejected
3556,3200000,11600000,6,635,3300000,3900000, Approved
3557,5200000,20700000,2,538,3200000,3600000, Approved
3558,7100000,28200000,14,496,6300000,4600000, Rejected
3559,1400000,4800000,6,411,1400000,1600000, Rejected
3560,2700000,10700000,6,857,7400000,2800000, Approved
3561,6500000,18100000,10,360,15700000,6100000, Rejected
3562,9300000,35900000,18,461,9800000,11400000, Rejected
3563,6700000,14900000,16,638,3300000,8100000, Approved
3564,6800000,19300000,6,865,12100000,9000000, Approved
3565,5600000,13600000,4,449,5900000,4300000, Rejected
3566,1900000,4700000,2,870,4700000,2300000, Approved
3567,8400000,19500000,6,815,5300000,7200000, Approved
3568,2500000,7200000,16,454,4200000,2100000, Rejected
3569,2900000,9900000,18,783,1300000,2600000, Approved
3570,3200000,7400000,2,543,3600000,4600000, Rejected
3571,3000000,10900000,2,786,7600000,3200000, Approved
3572,800000,2500000,20,395,1500000,500000, Rejected
3573,400000,1300000,2,885,200000,500000, Approved
3574,4400000,10600000,20,488,10800000,4600000, Rejected
3575,8700000,19900000,10,829,7500000,8400000, Approved
3576,7400000,15400000,6,677,22000000,7400000, Approved
3577,5700000,14400000,12,645,14500000,4700000, Approved
3578,9700000,27600000,10,788,9400000,10600000, Approved
3579,7000000,22400000,6,649,12200000,8900000, Approved
3580,8900000,23100000,4,519,22800000,4700000, Rejected
3581,3100000,11200000,14,772,3400000,2100000, Approved
3582,2200000,6100000,12,330,5500000,2200000, Rejected
3583,7100000,21500000,4,557,8900000,4000000, Approved
3584,8200000,19000000,6,334,24500000,10200000, Rejected
3585,9800000,28400000,12,487,8900000,11100000, Rejected
3586,3900000,9700000,8,539,4400000,5100000, Rejected
3587,2200000,8100000,8,710,500000,1000000, Approved
3588,600000,1700000,20,879,1100000,700000, Approved
3589,6900000,22000000,10,512,6100000,3900000, Rejected
3590,7400000,27300000,18,561,12600000,9600000, Approved
3591,4000000,11600000,6,539,5900000,4700000, Rejected
3592,700000,2000000,18,544,800000,400000, Rejected
3593,1900000,4600000,16,631,3200000,2700000, Approved
3594,2200000,6800000,20,546,4600000,2200000, Rejected
3595,2000000,5600000,14,569,5000000,1600000, Approved
3596,7400000,17900000,6,384,13400000,4700000, Rejected
3597,2300000,9000000,6,583,3600000,3400000, Approved
3598,4000000,15500000,12,517,0,3500000, Rejected
3599,1500000,5800000,18,420,800000,1400000, Rejected
3600,5200000,12900000,18,644,400000,7500000, Approved
3601,5400000,14500000,8,349,10800000,6600000, Rejected
3602,7700000,25300000,18,662,3400000,9900000, Approved
3603,1900000,6400000,20,704,900000,1900000, Approved
3604,6400000,15500000,2,324,18400000,4500000, Rejected
3605,700000,1700000,18,757,1900000,600000, Approved
3606,5800000,23000000,16,361,6000000,2800000, Rejected
3607,1800000,5400000,4,415,4400000,1800000, Approved
3608,4300000,13800000,18,618,9600000,2400000, Approved
3609,8000000,27100000,8,524,16900000,8400000, Rejected
3610,1100000,4100000,18,887,400000,1300000, Approved
3611,8800000,31100000,12,729,12300000,9400000, Approved
3612,4800000,18600000,14,774,10800000,6500000, Approved
3613,200000,700000,20,724,600000,300000, Approved
3614,1400000,2700000,16,320,900000,2000000, Rejected
3615,2500000,6400000,16,590,3200000,3500000, Approved
3616,8100000,25300000,8,796,15900000,7800000, Approved
3617,6100000,19200000,6,890,13900000,7600000, Approved
3618,2000000,4600000,16,651,2100000,1600000, Approved
3619,4800000,10100000,12,634,9200000,6900000, Approved
3620,900000,2800000,2,660,1200000,900000, Approved
3621,1300000,3500000,12,512,3300000,700000, Rejected
3622,4200000,9100000,2,900,6700000,5900000, Approved
3623,3300000,11100000,20,823,4600000,2900000, Approved
3624,8700000,28400000,12,880,8000000,4400000, Approved
3625,800000,2600000,2,439,600000,400000, Approved
3626,7400000,17100000,2,441,14700000,10800000, Rejected
3627,6900000,18500000,6,360,14000000,9600000, Rejected
3628,8800000,33700000,14,561,10200000,11900000, Approved
3629,8600000,32500000,4,758,20900000,6900000, Approved
3630,5400000,20600000,18,621,11200000,5500000, Approved
3631,2900000,5900000,18,621,200000,3500000, Approved
3632,9800000,21000000,12,342,25400000,7000000, Rejected
3633,3300000,10800000,4,552,4200000,3300000, Approved
3634,300000,500000,18,376,300000,300000, Rejected
3635,1500000,4300000,12,801,4400000,1100000, Approved
3636,5400000,16300000,4,512,1600000,6000000, Approved
3637,6600000,15200000,18,497,1500000,9300000, Rejected
3638,5700000,17200000,8,386,4200000,2900000, Rejected
3639,8500000,26100000,2,683,6600000,5700000, Approved
3640,7400000,24100000,16,779,800000,4900000, Approved
3641,7800000,17700000,6,876,15600000,10800000, Approved
3642,7200000,16500000,18,515,7800000,10600000, Rejected
3643,7600000,19300000,12,463,5400000,9600000, Rejected
3644,7000000,26700000,4,486,10600000,6000000, Approved
3645,5700000,13000000,6,328,7800000,8200000, Rejected
3646,8200000,30600000,10,343,9800000,7000000, Rejected
3647,9000000,27800000,8,712,900000,5800000, Approved
3648,3900000,11900000,6,607,6600000,2000000, Approved
3649,6500000,16200000,4,812,17200000,6200000, Approved
3650,2300000,7700000,16,589,6000000,2300000, Approved
3651,5700000,21800000,18,657,14100000,3200000, Approved
3652,800000,2800000,12,453,1500000,600000, Rejected
3653,8400000,19700000,14,889,22400000,12100000, Approved
3654,4300000,17200000,4,564,10400000,2200000, Approved
3655,300000,900000,20,419,800000,300000, Rejected
3656,8700000,34000000,16,663,5400000,8100000, Approved
3657,4400000,12100000,4,884,9800000,6000000, Approved
3658,5600000,16800000,16,528,7500000,3900000, Rejected
3659,600000,1300000,12,475,100000,600000, Rejected
3660,2500000,5100000,20,695,1100000,3500000, Approved
3661,3800000,10500000,10,759,1800000,5300000, Approved
3662,2500000,9600000,4,636,900000,2000000, Approved
3663,5500000,20400000,10,546,10600000,4000000, Rejected
3664,4500000,17100000,2,639,10600000,6500000, Approved
3665,1900000,4000000,10,388,500000,900000, Rejected
3666,6400000,20000000,12,594,100000,5500000, Approved
3667,3800000,11100000,6,760,2100000,5700000, Approved
3668,6300000,16900000,16,582,16000000,6000000, Approved
3669,300000,600000,6,896,300000,400000, Approved
3670,7100000,21800000,18,891,7000000,4700000, Approved
3671,600000,1700000,2,495,1700000,500000, Rejected
3672,4400000,15300000,16,865,1200000,3400000, Approved
3673,7600000,20800000,12,775,1900000,6400000, Approved
3674,8700000,26400000,10,318,11800000,9200000, Rejected
3675,5600000,12700000,12,395,8200000,6400000, Rejected
3676,4100000,13100000,14,772,11200000,3800000, Approved
3677,7900000,16100000,18,318,17300000,9300000, Rejected
3678,5600000,20900000,14,649,4000000,8200000, Approved
3679,1200000,3100000,10,438,1500000,1000000, Rejected
3680,6900000,19700000,6,588,9800000,7300000, Approved
3681,2700000,5600000,2,815,1100000,2600000, Approved
3682,9800000,22100000,4,364,16800000,7300000, Rejected
3683,9300000,32300000,4,586,14300000,10400000, Approved
3684,6700000,25300000,12,555,16900000,4900000, Approved
3685,1300000,4600000,10,312,1800000,800000, Rejected
3686,7900000,17100000,16,605,19200000,10400000, Approved
3687,6700000,23200000,18,672,1600000,5400000, Approved
3688,2100000,4500000,18,591,2500000,1500000, Approved
3689,4700000,11000000,4,321,10100000,6900000, Rejected
3690,3700000,13400000,16,393,6400000,3500000, Rejected
3691,5800000,21800000,2,561,4400000,4200000, Approved
3692,2400000,6900000,20,725,1700000,2400000, Approved
3693,8100000,27600000,16,438,1000000,8000000, Rejected
3694,5400000,21400000,12,399,4000000,6800000, Rejected
3695,1400000,5400000,8,592,4100000,800000, Approved
3696,2500000,8600000,8,835,2500000,1300000, Approved
3697,1600000,5300000,4,733,400000,1100000, Approved
3698,3700000,10600000,20,484,5800000,3500000, Rejected
3699,500000,1800000,20,615,500000,300000, Approved
3700,5300000,19500000,4,591,13200000,7900000, Approved
3701,2800000,6800000,12,349,4100000,1400000, Rejected
3702,9600000,29900000,18,478,18500000,9400000, Rejected
3703,2200000,7800000,20,633,0,1900000, Approved
3704,8400000,30900000,8,378,18600000,11100000, Rejected
3705,2100000,5300000,20,461,1500000,1700000, Rejected
3706,2800000,7000000,2,834,500000,1300000, Approved
3707,2500000,5800000,20,671,7400000,2000000, Approved
3708,1700000,5800000,10,524,4100000,800000, Rejected
3709,6100000,20700000,4,816,14900000,5900000, Approved
3710,4100000,11700000,10,729,6900000,2100000, Approved
3711,4500000,12700000,8,307,11000000,2700000, Rejected
3712,5600000,19100000,8,350,2700000,4200000, Rejected
3713,5800000,16600000,10,444,13300000,8500000, Rejected
3714,8600000,26700000,10,895,2200000,6900000, Approved
3715,2900000,10500000,20,708,4200000,4300000, Approved
3716,8300000,17600000,2,355,1000000,6800000, Rejected
3717,2400000,5100000,6,756,1500000,3400000, Approved
3718,5600000,12000000,4,719,5600000,3400000, Approved
3719,9500000,35400000,14,439,400000,13500000, Rejected
3720,4900000,15900000,10,668,10800000,2800000, Approved
3721,5900000,16500000,2,765,13000000,3500000, Approved
3722,500000,1500000,4,476,200000,700000, Approved
3723,7000000,21700000,14,781,5400000,9600000, Approved
3724,3500000,12700000,4,350,5200000,1800000, Approved
3725,5200000,12200000,16,783,5000000,5100000, Approved
3726,6300000,19900000,12,770,1900000,3100000, Approved
3727,8400000,28300000,10,822,1800000,4400000, Approved
3728,7500000,22500000,14,469,12300000,4500000, Rejected
3729,3300000,13000000,16,300,5500000,3100000, Rejected
3730,8800000,22400000,14,692,21700000,10900000, Approved
3731,200000,700000,18,707,-100000,200000, Approved
3732,8000000,29100000,4,658,10600000,4600000, Approved
3733,1000000,4000000,6,625,700000,500000, Approved
3734,9400000,26700000,10,343,7600000,13200000, Rejected
3735,2100000,7300000,18,358,3700000,2200000, Rejected
3736,5400000,11500000,20,705,14600000,6100000, Approved
3737,4700000,15100000,8,799,9700000,4700000, Approved
3738,8800000,33700000,12,397,17300000,8800000, Rejected
3739,3200000,12200000,6,493,7700000,2100000, Rejected
3740,7200000,21900000,4,446,17700000,7600000, Approved
3741,2500000,7200000,16,315,5500000,2800000, Rejected
3742,6900000,15700000,14,887,13800000,4500000, Approved
3743,5700000,20500000,16,429,2800000,3900000, Rejected
3744,5500000,15100000,18,673,10500000,7200000, Approved
3745,9200000,29100000,10,731,14500000,5000000, Approved
3746,5700000,11500000,2,732,15800000,5300000, Approved
3747,5000000,16400000,14,525,13000000,3300000, Rejected
3748,2300000,5500000,6,343,-100000,3200000, Rejected
3749,3000000,11000000,16,331,8000000,2400000, Rejected
3750,7900000,26200000,18,845,14200000,6300000, Approved
3751,2000000,6200000,16,696,4100000,1300000, Approved
3752,2700000,8700000,14,772,2200000,3700000, Approved
3753,6400000,15800000,18,628,6900000,5300000, Approved
3754,8200000,19100000,2,764,22900000,4000000, Approved
3755,2800000,6900000,14,553,400000,4200000, Approved
3756,8900000,20000000,2,653,12700000,9900000, Approved
3757,5100000,20000000,4,506,7900000,6700000, Approved
3758,2800000,8500000,20,431,6200000,2200000, Rejected
3759,6100000,12300000,18,697,14100000,3500000, Approved
3760,8400000,24500000,6,588,11000000,10400000, Approved
3761,1600000,5600000,6,846,600000,1200000, Approved
3762,4100000,11000000,14,379,6200000,5400000, Rejected
3763,300000,700000,10,745,0,100000, Approved
3764,9600000,34500000,20,523,26100000,5300000, Rejected
3765,8300000,25400000,4,624,22900000,5400000, Approved
3766,4600000,16700000,16,407,13000000,2800000, Rejected
3767,5600000,11600000,12,756,3300000,7800000, Approved
3768,4100000,8300000,16,351,6000000,2200000, Rejected
3769,3700000,13400000,18,373,2800000,2500000, Rejected
3770,800000,2400000,2,461,1300000,300000, Approved
3771,8100000,28100000,12,672,5600000,9500000, Approved
3772,2700000,9500000,10,434,2700000,1800000, Rejected
3773,7000000,21400000,12,541,3700000,9600000, Rejected
3774,8100000,29300000,2,413,8100000,6400000, Approved
3775,3200000,7600000,4,592,3000000,4700000, Approved
3776,400000,1400000,10,665,300000,200000, Approved
3777,7800000,23900000,4,313,2600000,10900000, Approved
3778,5800000,19600000,14,673,8900000,7200000, Approved
3779,2600000,6000000,8,382,1700000,1600000, Rejected
3780,5400000,21100000,12,661,15800000,5400000, Approved
3781,600000,1700000,4,576,400000,500000, Approved
3782,600000,1200000,14,443,700000,800000, Rejected
3783,9500000,21700000,16,307,27500000,9700000, Rejected
3784,1900000,4800000,12,656,1500000,1700000, Approved
3785,9800000,21200000,4,885,18000000,10800000, Approved
3786,7800000,16600000,20,896,12400000,5500000, Approved
3787,4900000,14100000,2,802,3300000,2700000, Approved
3788,8300000,22700000,2,650,3600000,5800000, Approved
3789,3900000,8900000,10,665,9300000,5300000, Approved
3790,9000000,35700000,12,339,15200000,9000000, Rejected
3791,9600000,32400000,20,447,15400000,4700000, Rejected
3792,1000000,2400000,18,613,1600000,600000, Approved
3793,2800000,7200000,16,424,900000,3200000, Rejected
3794,8300000,20800000,6,667,19300000,6800000, Approved
3795,6900000,18300000,18,715,8200000,7500000, Approved
3796,3800000,9100000,18,654,9000000,3000000, Approved
3797,8000000,17800000,20,549,2400000,10800000, Rejected
3798,9800000,29700000,4,373,11100000,10000000, Approved
3799,2900000,7200000,16,332,3600000,3600000, Rejected
3800,7900000,31500000,20,534,12400000,6400000, Rejected
3801,4600000,17900000,8,396,10700000,2600000, Rejected
3802,1000000,3700000,18,892,2200000,500000, Approved
3803,9000000,21300000,14,602,3400000,11000000, Approved
3804,9400000,36100000,10,615,21200000,9100000, Approved
3805,7400000,23300000,20,482,15700000,6800000, Rejected
3806,6600000,20100000,16,397,19200000,8400000, Rejected
3807,1300000,3400000,10,464,1200000,1400000, Rejected
3808,1100000,3400000,14,832,3200000,1600000, Approved
3809,9200000,34800000,12,802,22000000,12500000, Approved
3810,7000000,23900000,18,628,13400000,7200000, Approved
3811,5100000,18800000,10,694,6400000,4100000, Approved
3812,3200000,9300000,20,741,3800000,2300000, Approved
3813,3700000,10900000,14,748,3700000,4100000, Approved
3814,3600000,12800000,4,320,2500000,2900000, Approved
3815,5600000,11700000,10,774,11000000,6500000, Approved
3816,9500000,32000000,2,500,8300000,5600000, Approved
3817,1500000,4000000,18,706,0,1700000, Approved
3818,7400000,18300000,10,601,16400000,6100000, Approved
3819,6000000,17400000,16,806,1800000,3500000, Approved
3820,3000000,9600000,6,644,3900000,3000000, Approved
3821,6000000,12900000,14,723,700000,4100000, Approved
3822,600000,1500000,12,509,1600000,800000, Rejected
3823,1800000,6600000,4,898,2400000,1400000, Approved
3824,5500000,12000000,2,567,7200000,7000000, Approved
3825,1000000,2100000,6,715,2200000,1100000, Approved
3826,1700000,3500000,10,854,5000000,1700000, Approved
3827,3400000,12300000,8,523,6100000,2600000, Rejected
3828,9600000,35900000,8,534,24500000,5400000, Rejected
3829,2600000,7600000,18,470,700000,2900000, Rejected
3830,1600000,3500000,18,619,3200000,1500000, Approved
3831,4300000,12800000,20,572,8600000,6100000, Approved
3832,1400000,3500000,16,365,2600000,1600000, Rejected
3833,8000000,18000000,16,791,13900000,10600000, Approved
3834,5000000,18100000,12,424,5200000,6100000, Rejected
3835,4500000,10200000,12,726,2900000,4200000, Approved
3836,3400000,9900000,2,736,3900000,4500000, Approved
3837,5700000,12800000,14,488,13600000,5500000, Rejected
3838,2600000,7600000,10,400,6800000,3200000, Rejected
3839,4500000,12200000,20,311,11200000,2400000, Rejected
3840,5100000,16800000,2,504,6400000,4400000, Approved
3841,5100000,18600000,20,312,9600000,5500000, Rejected
3842,1700000,6500000,14,587,1100000,1500000, Approved
3843,5200000,10500000,20,317,3000000,5300000, Rejected
3844,8400000,29000000,2,463,12700000,6700000, Approved
3845,9000000,34000000,16,842,6300000,5800000, Approved
3846,3400000,11800000,20,616,5000000,2900000, Approved
3847,5400000,19400000,8,800,800000,3000000, Approved
3848,700000,2100000,12,813,200000,500000, Approved
3849,7600000,24800000,12,564,14000000,6700000, Approved
3850,5000000,14700000,12,837,2200000,4800000, Approved
3851,2500000,9400000,16,735,0,1700000, Approved
3852,2000000,5200000,16,724,5200000,2800000, Approved
3853,9000000,23900000,12,658,5700000,6100000, Approved
3854,8300000,31800000,16,858,24600000,8500000, Approved
3855,3100000,8500000,8,614,1700000,3300000, Approved
3856,8500000,25600000,16,714,11400000,5700000, Approved
3857,1200000,4600000,20,605,3600000,600000, Approved
3858,2800000,5500000,8,875,6900000,3300000, Approved
3859,2800000,10900000,6,359,5000000,3000000, Rejected
3860,6500000,24100000,6,441,14100000,5200000, Rejected
3861,8700000,25200000,18,790,25000000,8400000, Approved
3862,5400000,13600000,4,821,11600000,5600000, Approved
3863,8600000,33300000,16,375,19600000,11200000, Rejected
3864,4700000,9600000,10,545,5200000,5300000, Rejected
3865,1100000,3900000,4,891,1100000,900000, Approved
3866,6400000,14000000,8,486,5100000,3700000, Rejected
3867,4300000,9900000,4,696,12400000,2100000, Approved
3868,2900000,11100000,4,683,1700000,3300000, Approved
3869,9600000,27100000,8,594,25500000,13300000, Approved
3870,900000,2500000,20,529,900000,700000, Rejected
3871,8100000,26300000,4,429,3600000,6900000, Approved
3872,8800000,25000000,4,400,11300000,9400000, Rejected
3873,8800000,17500000,4,848,25400000,5100000, Approved
3874,6400000,21500000,6,489,1600000,8900000, Rejected
3875,2900000,6600000,10,326,8600000,3400000, Rejected
3876,1600000,6100000,8,663,3900000,1200000, Approved
3877,1600000,5100000,18,729,2500000,900000, Approved
3878,3100000,10700000,4,398,3100000,2000000, Approved
3879,5600000,16700000,14,856,400000,5200000, Approved
3880,8100000,19900000,20,347,22800000,5500000, Rejected
3881,9100000,19300000,12,696,26200000,13300000, Approved
3882,5500000,17100000,8,353,400000,5200000, Rejected
3883,9700000,34300000,20,756,15700000,14100000, Approved
3884,2300000,5400000,16,490,6200000,2100000, Rejected
3885,5600000,18000000,10,531,6500000,8400000, Rejected
3886,4500000,16600000,4,679,10300000,5000000, Approved
3887,500000,1800000,8,877,100000,600000, Approved
3888,4200000,11000000,20,817,6700000,6100000, Approved
3889,9100000,23300000,18,792,800000,12400000, Approved
3890,3200000,12800000,18,664,6300000,2100000, Approved
3891,6200000,21300000,16,882,11800000,4100000, Approved
3892,2500000,7700000,10,768,4500000,2600000, Approved
3893,9100000,27100000,12,787,24300000,9500000, Approved
3894,500000,900000,12,538,0,300000, Rejected
3895,6900000,18000000,8,347,16400000,8700000, Rejected
3896,1800000,5200000,16,317,4900000,1300000, Rejected
3897,4000000,14500000,2,713,6200000,4700000, Approved
3898,3900000,12300000,10,683,1000000,2400000, Approved
3899,8000000,28100000,18,765,24000000,8200000, Approved
3900,900000,3200000,10,803,1600000,800000, Approved
3901,8200000,29700000,6,405,3900000,5700000, Rejected
3902,2300000,4900000,4,529,6200000,2000000, Rejected
3903,6900000,19400000,6,801,10100000,5500000, Approved
3904,8800000,30700000,12,707,15000000,8000000, Approved
3905,2600000,7200000,8,349,5900000,3000000, Rejected
3906,3700000,8700000,20,885,6200000,2600000, Approved
3907,6200000,23800000,4,489,2900000,3300000, Approved
3908,1000000,2600000,6,341,2900000,1100000, Rejected
3909,6000000,20000000,12,637,10800000,8600000, Approved
3910,9100000,31400000,4,304,14100000,9600000, Approved
3911,1700000,6700000,16,537,4300000,1100000, Rejected
3912,1700000,4600000,12,503,900000,1200000, Rejected
3913,7100000,14300000,12,720,4600000,8400000, Approved
3914,9400000,36800000,10,509,20700000,6300000, Rejected
3915,6200000,16400000,6,360,900000,6300000, Rejected
3916,8300000,31800000,16,818,23400000,8500000, Approved
3917,8900000,21200000,8,716,5400000,7900000, Approved
3918,6500000,14800000,12,360,3500000,7300000, Rejected
3919,8100000,26700000,10,895,5100000,9900000, Approved
3920,4900000,13500000,8,328,10500000,3400000, Rejected
3921,9100000,26600000,2,812,23300000,10400000, Approved
3922,9000000,33100000,16,456,23800000,7100000, Rejected
3923,1300000,3900000,16,566,700000,1600000, Approved
3924,6700000,25000000,20,598,5300000,7000000, Approved
3925,3200000,9300000,6,656,7000000,4200000, Approved
3926,7500000,28700000,2,895,2000000,7200000, Approved
3927,4900000,12800000,14,653,7300000,7200000, Approved
3928,700000,1800000,16,641,2100000,900000, Approved
3929,6400000,16500000,8,544,12100000,5400000, Rejected
3930,3900000,14100000,20,811,5700000,5300000, Approved
3931,9700000,26900000,10,460,11400000,9300000, Rejected
3932,3600000,12500000,12,795,10600000,4800000, Approved
3933,3400000,10300000,4,745,4900000,3900000, Approved
3934,9800000,20100000,16,606,6200000,8700000, Approved
3935,5100000,14200000,6,451,6100000,5600000, Rejected
3936,5900000,11800000,8,479,11000000,3900000, Rejected
3937,1200000,2400000,14,495,1800000,1300000, Rejected
3938,9700000,30200000,14,769,23700000,7500000, Approved
3939,4700000,11800000,4,639,3600000,5500000, Approved
3940,4200000,12500000,18,723,1200000,6100000, Approved
3941,9300000,26100000,16,623,11700000,10700000, Approved
3942,5300000,20800000,6,487,9700000,4200000, Rejected
3943,7600000,30100000,2,743,20700000,9600000, Approved
3944,6200000,16900000,12,754,2300000,7900000, Approved
3945,8900000,21600000,10,552,2300000,11900000, Approved
3946,7900000,27300000,10,560,23100000,10900000, Approved
3947,3500000,10800000,14,632,6900000,4200000, Approved
3948,5300000,16700000,18,339,4600000,4100000, Rejected
3949,1400000,3100000,4,881,3700000,1100000, Approved
3950,9100000,23600000,20,535,2800000,4500000, Rejected
3951,4400000,17200000,4,563,4100000,2900000, Approved
3952,2800000,8200000,14,615,7400000,2700000, Approved
3953,1300000,3300000,8,795,1400000,1600000, Approved
